,업종,종목코드,종목명,코스닥여부
2545,반도체와반도체장비,089970,에이피티씨,Y
2546,반도체와반도체장비,269620,시스웍,Y
2547,반도체와반도체장비,195870,해성디에스,N
2548,반도체와반도체장비,183300,코미코,Y
2549,반도체와반도체장비,094360,칩스앤미디어,Y
2550,반도체와반도체장비,092220,KEC,N
2551,반도체와반도체장비,092870,엑시콘,Y
2552,반도체와반도체장비,147760,마이크로프랜드,Y
2553,반도체와반도체장비,054940,엑사이엔씨,Y
2554,반도체와반도체장비,253590,네오셈,Y
2555,반도체와반도체장비,219130,타이거일렉,Y
2556,반도체와반도체장비,077500,유니퀘스트,N
2557,반도체와반도체장비,054450,텔레칩스,Y
2558,반도체와반도체장비,092600,앤씨앤,Y
2559,반도체와반도체장비,011930,신성이엔지,N
2560,반도체와반도체장비,059090,미코,Y
2561,반도체와반도체장비,119830,아이텍,Y
2562,반도체와반도체장비,000995,DB하이텍1우,N
2563,컴퓨터와주변기기,096690,에이루트,Y
2564,컴퓨터와주변기기,043360,디지아이,Y
2565,컴퓨터와주변기기,045660,에이텍,Y
2566,컴퓨터와주변기기,224110,에이텍티앤,Y
2567,컴퓨터와주변기기,065690,파커스,Y
2568,컴퓨터와주변기기,093190,빅솔론,Y
2569,컴퓨터와주변기기,039740,한국정보공학,Y
2570,컴퓨터와주변기기,065650,메디프론,Y
2571,컴퓨터와주변기기,051380,피씨디렉트,Y
2572,컴퓨터와주변기기,049550,잉크테크,Y
2573,컴퓨터와주변기기,044380,주연테크,N
2574,컴퓨터와주변기기,032790,엠젠플러스,Y
2575,컴퓨터와주변기기,012600,센트럴인사이트,N
2576,컴퓨터와주변기기,066110,한프,Y
2577,컴퓨터와주변기기,332370,아이디피,Y
2578,컴퓨터와주변기기,004920,씨아이테크,N
2579,컴퓨터와주변기기,094940,푸른기술,Y
2580,컴퓨터와주변기기,089150,케이씨티,Y
2581,컴퓨터와주변기기,046970,우리로,Y
2582,컴퓨터와주변기기,131180,딜리,Y
2583,방송과엔터테인먼트,078860,아이오케이,Y
2584,방송과엔터테인먼트,299900,위지윅스튜디오,Y
2585,방송과엔터테인먼트,032800,판타지오,Y
2586,방송과엔터테인먼트,206560,덱스터,Y
2587,방송과엔터테인먼트,104200,NHN벅스,Y
2588,방송과엔터테인먼트,034120,SBS,N
2589,방송과엔터테인먼트,018700,바른손,Y
2590,방송과엔터테인먼트,052220,iMBC,Y
2591,방송과엔터테인먼트,035900,JYP Ent.,Y
2592,방송과엔터테인먼트,126560,현대에이치씨엔,N
2593,방송과엔터테인먼트,122450,KMH,Y
2594,방송과엔터테인먼트,053110,소리바다,Y
2595,방송과엔터테인먼트,204630,스튜디오산타클로스,Y
2596,방송과엔터테인먼트,037560,LG헬로비전,N
2597,방송과엔터테인먼트,035620,바른손이앤에이,Y
2598,방송과엔터테인먼트,053210,스카이라이프,N
2599,방송과엔터테인먼트,086980,쇼박스,Y
2600,방송과엔터테인먼트,052190,이에스에이,Y
2601,방송과엔터테인먼트,060300,레드로버,Y
2602,방송과엔터테인먼트,058400,KNN,Y
2603,방송과엔터테인먼트,253450,스튜디오드래곤,Y
2604,방송과엔터테인먼트,066790,씨씨에스,Y
2605,방송과엔터테인먼트,036260,이매진아시아,Y
2606,방송과엔터테인먼트,009810,엔케이물산,N
2607,방송과엔터테인먼트,002420,세기상사,N
2608,방송과엔터테인먼트,012170,키위미디어그룹,N
2609,방송과엔터테인먼트,011420,갤럭시아에스엠,N
2610,방송과엔터테인먼트,041510,에스엠,Y
2611,방송과엔터테인먼트,051780,큐로홀딩스,Y
2612,방송과엔터테인먼트,160550,NEW,Y
2613,방송과엔터테인먼트,101060,SBS미디어홀딩스,N
2614,방송과엔터테인먼트,048910,대원미디어,Y
2615,방송과엔터테인먼트,015020,이스타코,N
2616,방송과엔터테인먼트,173940,에프엔씨엔터,Y
2617,방송과엔터테인먼트,079160,CJ CGV,N
2618,방송과엔터테인먼트,046390,삼화네트웍스,Y
2619,방송과엔터테인먼트,063440,SM Life Design,Y
2620,방송과엔터테인먼트,033830,티비씨,Y
2621,방송과엔터테인먼트,122870,와이지엔터테인먼트,Y
2622,방송과엔터테인먼트,036420,제이콘텐트리,N
2623,방송과엔터테인먼트,039340,한국경제TV,Y
2624,방송과엔터테인먼트,054780,키이스트,Y
2625,방송과엔터테인먼트,003560,IHQ,N
2626,방송과엔터테인먼트,046140,SBS콘텐츠허브,Y
2627,방송과엔터테인먼트,310200,애니플러스,Y
2628,방송과엔터테인먼트,043610,지니뮤직,Y
2629,방송과엔터테인먼트,182360,큐브엔터,Y
2630,방송과엔터테인먼트,068050,팬엔터테인먼트,Y
2631,방송과엔터테인먼트,035760,CJ ENM,Y
2632,방송과엔터테인먼트,241840,에이스토리,Y
2633,방송과엔터테인먼트,058420,제이웨이,Y
2634,방송과엔터테인먼트,047820,초록뱀,Y
2635,방송과엔터테인먼트,037270,YG PLUS,N
2636,방송과엔터테인먼트,040300,YTN,Y
2637,에너지장비및서비스,137950,제이씨케미칼,Y
2638,에너지장비및서비스,322000,현대에너지솔루션,N
2639,에너지장비및서비스,099220,SDN,Y
2640,에너지장비및서비스,270520,지엔원에너지,Y
2641,에너지장비및서비스,041590,젬백스지오,Y
2642,에너지장비및서비스,043200,파루,Y
2643,에너지장비및서비스,095910,에스에너지,Y
2644,에너지장비및서비스,078940,코드네이처,Y
2645,에너지장비및서비스,313760,윌링스,Y
2646,에너지장비및서비스,294630,서남,Y
2647,화장품,244460,올리패스,Y
2648,화장품,214260,라파스,Y
2649,화장품,217480,에스디생명공학,Y
2650,화장품,080530,코디,Y
2651,화장품,175250,아이큐어,Y
2652,화장품,950140,잉글우드랩,Y
2653,화장품,025620,제이준코스메틱,N
2654,화장품,252500,세화피앤씨,Y
2655,화장품,083660,CSA 코스믹,Y
2656,화장품,018250,애경산업,N
2657,화장품,048410,현대바이오,Y
2658,화장품,241710,코스메카코리아,Y
2659,화장품,227610,아우딘퓨쳐스,Y
2660,화장품,092730,네오팜,Y
2661,화장품,019660,글로본,Y
2662,화장품,051900,LG생활건강,N
2663,화장품,052260,SK바이오랜드,Y
2664,화장품,159910,스킨앤스킨,Y
2665,화장품,138360,에이씨티,Y
2666,화장품,051905,LG생활건강우,N
2667,화장품,024720,한국콜마홀딩스,N
2668,화장품,007630,폴루스바이오팜,N
2669,화장품,263920,블러썸엠앤씨,Y
2670,화장품,214420,토니모리,N
2671,화장품,078520,에이블씨엔씨,N
2672,화장품,016100,리더스코스메틱,Y
2673,화장품,237880,클리오,Y
2674,화장품,002790,아모레G,N
2675,화장품,101240,씨큐브,Y
2676,화장품,064090,에프앤리퍼블릭,Y
2677,화장품,002795,아모레G우,N
2678,화장품,069110,코스온,Y
2679,화장품,090435,아모레퍼시픽우,N
2680,화장품,219550,MP한강,Y
2681,화장품,090430,아모레퍼시픽,N
2682,화장품,123330,제닉,Y
2683,화장품,00279K,아모레G3우(전환),N
2684,화장품,161890,한국콜마,N
2685,화장품,226340,본느,Y
2686,화장품,900300,오가닉티코스메틱,Y
2687,화장품,260930,씨티케이코스메틱스,Y
2688,화장품,123690,한국화장품,N
2689,화장품,900310,컬러레이,Y
2690,화장품,003350,한국화장품제조,N
2691,화장품,192820,코스맥스,N
2692,화장품,226320,잇츠한불,N
2693,화장품,027050,코리아나,Y
2694,핸드셋,123840,한일진공,Y
2695,핸드셋,191410,육일씨엔에쓰,Y
2696,핸드셋,238090,앤디포스,Y
2697,핸드셋,082660,코스나인,Y
2698,핸드셋,227100,디자인,Y
2699,핸드셋,097780,에스맥,Y
2700,핸드셋,050110,캠시스,Y
2701,핸드셋,178780,유테크,Y
2702,핸드셋,126700,하이비젼시스템,Y
2703,핸드셋,037950,엘컴텍,Y
2704,핸드셋,060540,에스에이티,Y
2705,핸드셋,091700,파트론,Y
2706,핸드셋,045970,코아시아,Y
2707,핸드셋,122990,와이솔,Y
2708,핸드셋,101330,모베이스,Y
2709,핸드셋,091120,이엠텍,Y
2710,핸드셋,208710,바이오로그디바이스,Y
2711,핸드셋,179900,유티아이,Y
2712,핸드셋,285490,노바텍,Y
2713,핸드셋,094170,동운아나텍,Y
2714,핸드셋,096630,에스코넥,Y
2715,핸드셋,060720,KH바텍,Y
2716,핸드셋,192650,드림텍,N
2717,핸드셋,052710,아모텍,Y
2718,핸드셋,263600,덕우전자,Y
2719,핸드셋,096640,멜파스,Y
2720,핸드셋,106240,파인테크닉스,Y
2721,핸드셋,332570,와이팜,Y
2722,핸드셋,175140,인포마크,Y
2723,핸드셋,000670,영풍,N
2724,핸드셋,174880,장원테크,Y
2725,핸드셋,198080,엔피디,Y
2726,핸드셋,093920,서원인텍,Y
2727,핸드셋,078650,코렌,Y
2728,핸드셋,148150,세경하이테크,Y
2729,핸드셋,226350,아이엠텍,Y
2730,핸드셋,076610,해성옵틱스,Y
2731,핸드셋,211270,AP위성,Y
2732,핸드셋,176440,에이치엔티,Y
2733,핸드셋,049630,재영솔루텍,Y
2734,핸드셋,058450,일야,Y
2735,핸드셋,196450,디오스텍,Y
2736,핸드셋,070300,엑스큐어,Y
2737,핸드셋,079190,EMW,Y
2738,핸드셋,097520,엠씨넥스,Y
2739,핸드셋,091580,상신이디피,Y
2740,핸드셋,106080,하이소닉,Y
2741,핸드셋,193250,와이제이엠게임즈,Y
2742,핸드셋,083470,이엠앤아이,Y
2743,핸드셋,290740,액트로,Y
2744,핸드셋,290550,디케이티,Y
2745,핸드셋,049070,인탑스,Y
2746,핸드셋,106520,디지탈옵틱,Y
2747,핸드셋,033560,블루콤,Y
2748,핸드셋,115610,이미지스,Y
2749,핸드셋,049520,유아이엘,Y
2750,핸드셋,151910,나노스,Y
2751,핸드셋,025320,시노펙스,Y
2752,핸드셋,181340,이즈미디어,Y
2753,핸드셋,054210,이랜텍,Y
2754,핸드셋,192440,슈피겐코리아,Y
2755,핸드셋,096610,알에프세미,Y
2756,핸드셋,190510,나무가,Y
2757,핸드셋,066670,디스플레이텍,Y
2758,핸드셋,061040,알에프텍,Y
2759,핸드셋,114120,크루셜텍,Y
2760,핸드셋,081580,성우전자,Y
2761,핸드셋,065680,우주일렉트로,Y
2762,상업서비스와공급품,090850,이지웰,Y
2763,상업서비스와공급품,072520,제넨바이오,Y
2764,상업서비스와공급품,030190,NICE평가정보,Y
2765,상업서비스와공급품,043910,자연과환경,Y
2766,상업서비스와공급품,058860,KTis,N
2767,상업서비스와공급품,058850,KTcs,N
2768,상업서비스와공급품,036800,나이스정보통신,Y
2769,상업서비스와공급품,143240,사람인에이치알,Y
2770,상업서비스와공급품,122900,아이마켓코리아,N
2771,상업서비스와공급품,029960,코엔텍,Y
2772,상업서비스와공급품,092130,이크레더블,Y
2773,상업서비스와공급품,049720,고려신용정보,Y
2774,상업서비스와공급품,130580,나이스디앤비,Y
2775,상업서비스와공급품,034310,NICE,N
2776,상업서비스와공급품,034950,한국기업평가,Y
2777,상업서비스와공급품,050540,한국코퍼레이션,Y
2778,상업서비스와공급품,012750,에스원,N
2779,상업서비스와공급품,060150,인선이엔티,Y
2780,상업서비스와공급품,094280,효성ITX,N
2781,상업서비스와공급품,036120,SCI평가정보,Y
2782,상업서비스와공급품,069140,누리플랜,Y
2783,인터넷과카탈로그소매,069920,아이에스이커머스,Y
2784,인터넷과카탈로그소매,119860,다나와,Y
2785,인터넷과카탈로그소매,035080,인터파크,Y
2786,인터넷과카탈로그소매,036030,KTH,Y
2787,인터넷과카탈로그소매,290510,코리아센터,Y
2788,인터넷과카탈로그소매,141020,포티스,Y
2789,인터넷과카탈로그소매,111820,지와이커머스,Y
2790,인터넷과카탈로그소매,028150,GS홈쇼핑,Y
2791,인터넷과카탈로그소매,080010,이상네트웍스,Y
2792,인터넷과카탈로그소매,057050,현대홈쇼핑,N
2793,인터넷과카탈로그소매,138250,엔에스쇼핑,N
2794,인터넷과카탈로그소매,053280,예스24,Y
2795,건강관리장비와용품,142280,녹십자엠에스,Y
2796,건강관리장비와용품,290650,엘앤씨바이오,Y
2797,건강관리장비와용품,294090,이오플로우,Y
2798,건강관리장비와용품,179290,엠아이텍,Y
2799,건강관리장비와용품,246960,이노테라피,Y
2800,건강관리장비와용품,263690,디알젬,Y
2801,건강관리장비와용품,006140,피제이전자,Y
2802,건강관리장비와용품,042520,한스바이오메드,Y
2803,건강관리장비와용품,099190,아이센스,Y
2804,건강관리장비와용품,228670,레이,Y
2805,건강관리장비와용품,219750,지티지웰니스,Y
2806,건강관리장비와용품,256840,한국비엔씨,Y
2807,건강관리장비와용품,225220,제놀루션,Y
2808,건강관리장비와용품,058110,멕아이씨에스,Y
2809,건강관리장비와용품,041920,메디아나,Y
2810,건강관리장비와용품,085370,루트로닉,Y
2811,건강관리장비와용품,059210,메타바이오메드,Y
2812,건강관리장비와용품,122310,제노레이,Y
2813,건강관리장비와용품,253840,수젠텍,Y
2814,건강관리장비와용품,149980,하이로닉,Y
2815,건강관리장비와용품,261200,덴티스,Y
2816,건강관리장비와용품,056090,유앤아이,Y
2817,건강관리장비와용품,226400,오스테오닉,Y
2818,건강관리장비와용품,258830,세종메디칼,Y
2819,건강관리장비와용품,145720,덴티움,N
2820,건강관리장비와용품,104540,코렌텍,Y
2821,건강관리장비와용품,065510,휴비츠,Y
2822,건강관리장비와용품,228850,레이언스,Y
2823,건강관리장비와용품,032940,원익,Y
2824,건강관리장비와용품,100700,세운메디칼,Y
2825,건강관리장비와용품,100120,뷰웍스,Y
2826,건강관리장비와용품,208370,셀바스헬스케어,Y
2827,건강관리장비와용품,048260,오스템임플란트,Y
2828,건강관리장비와용품,246720,아스타,Y
2829,건강관리장비와용품,08537M,루트로닉3우C,Y
2830,건강관리장비와용품,048870,시너지이노베이션,Y
2831,건강관리장비와용품,138610,나이벡,Y
2832,건강관리장비와용품,041830,인바디,Y
2833,건강관리장비와용품,049180,셀루메드,Y
2834,건강관리장비와용품,043100,솔고바이오,Y
2835,건강관리장비와용품,156100,엘앤케이바이오,Y
2836,건강관리장비와용품,164060,이루다,Y
2837,건강관리장비와용품,214150,클래시스,Y
2838,건강관리장비와용품,054950,제이브이엠,Y
2839,건강관리장비와용품,108860,셀바스AI,Y
2840,건강관리장비와용품,119610,인터로조,Y
2841,건강관리장비와용품,039840,디오,Y
2842,건강관리장비와용품,214680,디알텍,Y
2843,건강관리장비와용품,302550,리메드,Y
2844,건강관리장비와용품,004080,신흥,N
2845,건강관리장비와용품,228760,지노믹트리,Y
2846,건강관리장비와용품,229000,젠큐릭스,Y
2847,건강관리장비와용품,216080,제테마,Y
2848,건강관리장비와용품,043150,바텍,Y
2849,건강관리장비와용품,305090,마이크로디지탈,Y
2850,건강관리장비와용품,150840,인트로메딕,Y
2851,건강관리장비와용품,290660,네오펙트,Y
2852,해운사,124560,태웅로직스,Y
2853,해운사,172580,하이골드12호,N
2854,해운사,044450,KSS해운,N
2855,해운사,003280,흥아해운,N
2856,해운사,005880,대한해운,N
2857,해운사,155900,바다로19호,N
2858,해운사,011200,HMM,N
2859,해운사,067900,와이엔텍,Y
2860,해운사,028670,팬오션,N
2861,해운사,153360,하이골드3호,N
2862,전자제품,115160,휴맥스,Y
2863,전자제품,066570,LG전자,N
2864,전자제품,066575,LG전자우,N
2865,전자제품,054630,에이디칩스,Y
2866,전자제품,028080,휴맥스홀딩스,Y
2867,전자제품,008700,아남전자,N
2868,전자제품,134580,디엠티,Y
2869,전자제품,223310,경남제약헬스케어,Y
2870,전자제품,058220,아리온,Y
2871,전자제품,057880,필로시스헬스케어,Y
2872,전자제품,078890,가온미디어,Y
2873,전자제품,009140,경인전자,N
2874,전자제품,064240,홈캐스트,Y
2875,전자제품,038950,파인디지털,Y
2876,전자제품,032750,삼진,Y
2877,전자제품,297570,알로이스,Y
2878,전자제품,032540,TJ미디어,Y
2879,전자제품,111870,삼본전자,Y
2880,전자제품,060570,드림어스컴퍼니,Y
2881,전자제품,084730,팅크웨어,Y
2882,전자제품,087260,모바일어플라이언스,Y
2883,가정용기기와용품,014470,부방,Y
2884,가정용기기와용품,065350,신성델타테크,Y
2885,가정용기기와용품,037070,파세코,Y
2886,가정용기기와용품,284740,쿠쿠홈시스,N
2887,가정용기기와용품,056080,유진로봇,Y
2888,가정용기기와용품,317870,엔바이오니아,Y
2889,가정용기기와용품,067170,오텍,Y
2890,가정용기기와용품,256150,한독크린텍,Y
2891,가정용기기와용품,002700,신일전자,N
2892,가정용기기와용품,044340,위닉스,Y
2893,가정용기기와용품,021240,코웨이,N
2894,가정용기기와용품,008800,행남사,Y
2895,가정용기기와용품,234920,자이글,Y
2896,가정용기기와용품,066130,하츠,Y
2897,가정용기기와용품,071460,위니아딤채,Y
2898,가정용기기와용품,009450,경동나비엔,N
2899,가정용기기와용품,024940,PN풍년,Y
2900,가정용기기와용품,192400,쿠쿠홀딩스,N
2901,조선,054180,메디콕스,Y
2902,조선,064820,케이프,Y
2903,조선,099410,동방선기,Y
2904,조선,014940,오리엔탈정공,Y
2905,조선,075580,세진중공업,N
2906,조선,028300,에이치엘비,Y
2907,조선,017960,한국카본,N
2908,조선,097230,한진중공업,N
2909,조선,071970,STX중공업,N
2910,조선,077970,STX엔진,N
2911,조선,092460,한라IMS,Y
2912,조선,108380,대양전기공업,Y
2913,조선,101930,인화정공,Y
2914,조선,102210,해덕파워웨이,Y
2915,조선,073010,케이에스피,Y
2916,조선,053660,현진소재,Y
2917,조선,009540,한국조선해양,N
2918,조선,101000,상상인인더스트리,Y
2919,조선,082740,HSD엔진,N
2920,조선,103230,에스앤더블류,Y
2921,조선,100090,삼강엠앤티,Y
2922,조선,010140,삼성중공업,N
2923,조선,010620,현대미포조선,N
2924,조선,065570,삼영이엔씨,Y
2925,조선,042660,대우조선해양,N
2926,조선,010145,삼성중공우,N
2927,우주항공과국방,065450,빅텍,Y
2928,우주항공과국방,005870,휴니드,N
2929,우주항공과국방,010820,퍼스텍,N
2930,우주항공과국방,274090,켄코아에어로스페이스,Y
2931,우주항공과국방,263540,샘코,Y
2932,우주항공과국방,221840,하이즈항공,Y
2933,우주항공과국방,099320,쎄트렉아이,Y
2934,우주항공과국방,215090,이디티,Y
2935,우주항공과국방,047810,한국항공우주,N
2936,우주항공과국방,079550,LIG넥스원,N
2937,우주항공과국방,067390,아스트,Y
2938,우주항공과국방,012450,한화에어로스페이스,N
2939,우주항공과국방,230980,솔트웍스,Y
2940,우주항공과국방,214430,아이쓰리시스템,Y
2941,우주항공과국방,272210,한화시스템,N
2942,우주항공과국방,046120,오르비텍,Y
2943,석유와가스,006125,SK디스커버리우,N
2944,석유와가스,006120,SK디스커버리,N
2945,석유와가스,000440,중앙에너비스,Y
2946,석유와가스,024060,흥구석유,Y
2947,석유와가스,267250,현대중공업지주,N
2948,석유와가스,128820,대성산업,N
2949,석유와가스,096770,SK이노베이션,N
2950,석유와가스,002960,한국쉘석유,N
2951,석유와가스,010955,S-Oil우,N
2952,석유와가스,096775,SK이노베이션우,N
2953,석유와가스,014530,극동유화,N
2954,석유와가스,078935,GS우,N
2955,석유와가스,065420,에스아이리소스,Y
2956,석유와가스,060900,대한그린파워,Y
2957,석유와가스,010950,S-Oil,N
2958,석유와가스,003650,미창석유,N
2959,석유와가스,091090,세원셀론텍,N
2960,석유와가스,012320,경동인베스트,N
2961,석유와가스,038620,위즈코프,Y
2962,석유와가스,078930,GS,N
2963,석유와가스,093230,이아이디,N
2964,생명과학도구및서비스,950130,엑세스바이오,Y
2965,생명과학도구및서비스,068330,일신바이오,Y
2966,생명과학도구및서비스,217600,켐온,Y
2967,생명과학도구및서비스,205470,휴마시스,Y
2968,생명과학도구및서비스,046210,파나진,Y
2969,생명과학도구및서비스,206640,바디텍메드,Y
2970,생명과학도구및서비스,238120,얼라인드,Y
2971,생명과학도구및서비스,084650,랩지노믹스,Y
2972,생명과학도구및서비스,086040,바이오톡스텍,Y
2973,생명과학도구및서비스,245620,EDGC,Y
2974,생명과학도구및서비스,127120,디엔에이링크,Y
2975,생명과학도구및서비스,039860,나노엔텍,Y
2976,생명과학도구및서비스,347740,피엔케이피부임상연구센타,Y
2977,생명과학도구및서비스,141080,레고켐바이오,Y
2978,생명과학도구및서비스,038290,마크로젠,Y
2979,생명과학도구및서비스,950200,소마젠(Reg.S),Y
2980,생명과학도구및서비스,048530,인트론바이오,Y
2981,생명과학도구및서비스,215380,우정바이오,Y
2982,생명과학도구및서비스,278650,노터스,Y
2983,생명과학도구및서비스,182400,엔케이맥스,Y
2984,생명과학도구및서비스,180400,캔서롭,Y
2985,생명과학도구및서비스,036180,에이프런티어,Y
2986,생명과학도구및서비스,008490,서흥,N
2987,생명과학도구및서비스,096530,씨젠,Y
2988,생명과학도구및서비스,131220,대한과학,Y
2989,생명과학도구및서비스,083790,크리스탈지노믹스,Y
2990,생명과학도구및서비스,241820,피씨엘,Y
2991,레저용장비와제품,031860,엔에스엔,Y
2992,레저용장비와제품,039830,오로라,Y
2993,레저용장비와제품,123750,알톤스포츠,Y
2994,레저용장비와제품,121440,골프존뉴딘홀딩스,Y
2995,레저용장비와제품,002450,삼익악기,N
2996,레저용장비와제품,088390,이녹스,Y
2997,레저용장비와제품,050120,라이브플렉스,Y
2998,레저용장비와제품,066910,손오공,Y
2999,레저용장비와제품,024950,삼천리자전거,Y
3000,레저용장비와제품,900270,헝셩그룹,Y
3001,도로와철도운송,024800,유성티엔에스,Y
3002,도로와철도운송,068400,SK렌터카,N
3003,도로와철도운송,000650,천일고속,N
3004,도로와철도운송,084670,동양고속,N
3005,도로와철도운송,038390,레드캡투어,Y
3006,도로와철도운송,095570,AJ네트웍스,N
3007,전기제품,196490,디에이테크놀로지,Y
3008,전기제품,033180,필룩스,N
3009,전기제품,036010,아비코전자,Y
3010,전기제품,222080,씨아이에스,Y
3011,전기제품,014910,성문전자,N
3012,전기제품,014915,성문전자우,N
3013,전기제품,047310,파워로직스,Y
3014,전기제품,042110,에스씨디,Y
3015,전기제품,259630,엠플러스,Y
3016,전기제품,009470,삼화전기,N
3017,전기제품,043590,크로바하이텍,Y
3018,전기제품,001820,삼화콘덴서,N
3019,전기제품,027040,서울전자통신,Y
3020,전기제품,257370,명성티엔에스,Y
3021,전기제품,006400,삼성SDI,N
3022,전기제품,005680,삼영전자,N
3023,전기제품,006405,삼성SDI우,N
3024,전기제품,082920,비츠로셀,Y
3025,전기제품,187270,신화콘텍,Y
3026,전기제품,247540,에코프로비엠,Y
3027,전기제품,079960,동양이엔피,Y
3028,전기제품,217820,엔에스,Y
3029,전기제품,066970,엘앤에프,Y
3030,전기제품,243840,신흥에스이씨,Y
3031,전기제품,043260,성호전자,Y
3032,전기제품,288620,에스퓨얼셀,Y
3033,전기제품,137400,피엔티,Y
3034,전기제품,312610,에이에프더블류,Y
3035,전기제품,037030,파워넷,Y
3036,전기제품,089980,상아프론테크,Y
3037,전기제품,058610,에스피지,Y
3038,전기제품,302430,이노메트리,Y
3039,전기제품,131390,피앤이솔루션,Y
3040,전기제품,012340,뉴인텍,Y
3041,전기제품,002230,피에스텍,Y
3042,전기제품,290670,대보마그네틱,Y
3043,전기제품,026890,디피씨,N
3044,전기제품,33626K,두산퓨얼셀1우,N
3045,전기제품,33626L,두산퓨얼셀2우B,N
3046,전기제품,336260,두산퓨얼셀,N
3047,디스플레이패널,020760,일진디스플,N
3048,디스플레이패널,034220,LG디스플레이,N
3049,무역회사와판매업체,011810,STX,N
3050,무역회사와판매업체,001120,LG상사,N
3051,무역회사와판매업체,001250,GS글로벌,N
3052,무역회사와판매업체,037370,EG,Y
3053,무역회사와판매업체,011760,현대상사,N
3054,무역회사와판매업체,047050,포스코인터내셔널,N
3055,식품과기본식료품소매,051160,지어소프트,Y
3056,식품과기본식료품소매,250000,보라티알,Y
3057,식품과기본식료품소매,006880,신송홀딩스,N
3058,식품과기본식료품소매,051500,CJ프레시웨이,Y
3059,식품과기본식료품소매,005440,현대그린푸드,N
3060,식품과기본식료품소매,004590,한국가구,Y
3061,식품과기본식료품소매,227840,현대코퍼레이션홀딩스,N
3062,식품과기본식료품소매,311390,네오크레마,Y
3063,다각화된통신서비스,025770,한국정보통신,Y
3064,다각화된통신서비스,030200,KT,N
3065,다각화된통신서비스,036630,세종텔레콤,Y
3066,다각화된통신서비스,006490,인스코비,N
3067,부동산,140910,에이리츠,N
3068,부동산,034810,해성산업,Y
3069,부동산,204210,모두투어리츠,N
3070,부동산,088260,이리츠코크렙,N
3071,부동산,210980,SK디앤디,N
3072,부동산,350520,이지스레지던스리츠,N
3073,부동산,123890,한국자산신탁,N
3074,부동산,334890,이지스밸류리츠,N
3075,부동산,357250,미래에셋맵스리츠,N
3076,부동산,330590,롯데리츠,N
3077,부동산,357120,코람코에너지리츠,N
3078,부동산,293940,신한알파리츠,N
3079,부동산,145270,케이탑리츠,N
3080,부동산,348950,제이알글로벌리츠,N
3081,부동산,034830,한국토지신탁,N
3082,부동산,338100,NH프라임리츠,N
3083,부동산,005110,한창,N
3084,문구류,068290,삼성출판사,N
3085,문구류,005360,모나미,N
3086,문구류,030960,양지사,Y
3087,사무용전자제품,018290,브이티지엠피,Y
3088,사무용전자제품,029530,신도리코,N
3089,독립전력생산및에너지거래,038870,에코바이오,Y
3090,건강관리업체및서비스,144510,녹십자랩셀,Y
3091,건강관리업체및서비스,043710,서울리거,Y
3092,건강관리업체및서비스,226330,신테카바이오,Y
3093,항공화물운송과물류,129260,인터지스,N
3094,항공화물운송과물류,014130,한익스프레스,N
3095,항공화물운송과물류,004140,동방,N
3096,항공화물운송과물류,032280,삼일,Y
3097,항공화물운송과물류,001140,국보,N
3098,항공화물운송과물류,009070,KCTC,N
3099,항공화물운송과물류,000700,유수홀딩스,N
3100,항공화물운송과물류,004360,세방,N
3101,항공화물운송과물류,086280,현대글로비스,N
3102,항공화물운송과물류,004365,세방우,N
3103,항공화물운송과물류,009180,한솔로지스틱스,N
3104,항공화물운송과물류,002320,한진,N
3105,항공화물운송과물류,000120,CJ대한통운,N
3106,게임엔터테인먼트,069080,웹젠,Y
3107,게임엔터테인먼트,112040,위메이드,Y
3108,게임엔터테인먼트,052790,액토즈소프트,Y
3109,게임엔터테인먼트,042420,네오위즈홀딩스,Y
3110,게임엔터테인먼트,023770,플레이위드,Y
3111,게임엔터테인먼트,095660,네오위즈,Y
3112,게임엔터테인먼트,225570,넷게임즈,Y
3113,게임엔터테인먼트,208640,썸에이지,Y
3114,게임엔터테인먼트,060240,룽투코리아,Y
3115,게임엔터테인먼트,205500,액션스퀘어,Y
3116,게임엔터테인먼트,950190,미투젠,Y
3117,게임엔터테인먼트,078340,컴투스,Y
3118,게임엔터테인먼트,201490,미투온,Y
3119,게임엔터테인먼트,299910,베스파,Y
3120,게임엔터테인먼트,263750,펄어비스,Y
3121,게임엔터테인먼트,192080,더블유게임즈,N
3122,게임엔터테인먼트,206400,엔터메이트,Y
3123,게임엔터테인먼트,181710,NHN,N
3124,게임엔터테인먼트,036570,엔씨소프트,N
3125,게임엔터테인먼트,123420,선데이토즈,Y
3126,게임엔터테인먼트,052770,아이톡시,Y
3127,게임엔터테인먼트,058630,엠게임,Y
3128,게임엔터테인먼트,194480,데브시스터즈,Y
3129,게임엔터테인먼트,215000,골프존,Y
3130,게임엔터테인먼트,047080,한빛소프트,Y
3131,게임엔터테인먼트,030350,드래곤플라이,Y
3132,게임엔터테인먼트,950180,SNK,Y
3133,게임엔터테인먼트,041140,넥슨지티,Y
3134,게임엔터테인먼트,063080,게임빌,Y
3135,게임엔터테인먼트,056000,네스엠,Y
3136,게임엔터테인먼트,251270,넷마블,N
3137,게임엔터테인먼트,217270,넵튠,Y
3138,게임엔터테인먼트,067000,조이시티,Y
3139,게임엔터테인먼트,101730,조이맥스,Y
3140,양방향미디어와서비스,035720,카카오,N
