,업종,종목코드,종목명,코스닥여부
1243,식품,145990,삼양사,N
1244,식품,290720,푸드나무,Y
1245,식품,004415,서울식품우,N
1246,식품,027710,팜스토리,Y
1247,식품,073560,우리손에프앤지,Y
1248,식품,025880,케이씨피드,Y
1249,식품,036580,팜스코,N
1250,식품,072710,농심홀딩스,N
1251,식품,002680,한탑,Y
1252,식품,353810,이지바이오,Y
1253,식품,267980,매일유업,Y
1254,식품,005745,크라운해태홀딩스우,N
1255,식품,280360,롯데제과,N
1256,식품,001130,대한제분,N
1257,식품,002600,조흥,N
1258,식품,026960,동서,N
1259,건설,026150,특수건설,Y
1260,건설,009415,태영건설우,N
1261,건설,011370,서한,Y
1262,건설,042940,상지카일룸,Y
1263,건설,046940,우원개발,Y
1264,건설,065950,웰크론,Y
1265,건설,009410,태영건설,N
1266,건설,001470,삼부토건,N
1267,건설,002785,진흥기업우B,N
1268,건설,003070,코오롱글로벌,N
1269,건설,028100,동아지질,N
1270,건설,004960,한신공영,N
1271,건설,060370,KT서브마린,Y
1272,건설,363280,티와이홀딩스,N
1273,건설,002290,삼일기업공사,Y
1274,건설,005965,동부건설우,N
1275,건설,002410,범양건영,N
1276,건설,017000,신원종합개발,Y
1277,건설,021320,KCC건설,Y
1278,건설,023960,에쓰씨엔지니어링,N
1279,건설,001880,대림건설,N
1280,건설,001840,이화공영,Y
1281,건설,016250,이테크건설,Y
1282,건설,002780,진흥기업,N
1283,건설,047040,대우건설,N
1284,건설,001260,남광토건,N
1285,건설,011560,세보엠이씨,Y
1286,건설,035890,서희건설,Y
1287,건설,037440,희림,Y
1288,건설,094820,일진파워,Y
1289,건설,013580,계룡건설,N
1290,건설,010960,삼호개발,N
1291,건설,002990,금호산업,N
1292,건설,000725,현대건설우,N
1293,건설,034300,신세계건설,N
1294,건설,025950,동신건설,Y
1295,건설,002460,화성산업,N
1296,건설,091590,남화토건,Y
1297,건설,036190,금화피에스시,Y
1298,건설,000720,현대건설,N
1299,건설,36328K,티와이홀딩스우,N
1300,건설,010400,우진아이엔에스,N
1301,건설,317400,자이에스앤디,N
1302,건설,044180,KD,Y
1303,건설,014790,한라,N
1304,건설,002787,진흥기업2우B,N
1305,건설,006360,GS건설,N
1306,건설,023350,한국종합기술,N
1307,건설,101670,코리아에스이,Y
1308,건설,039570,HDC아이콘트롤스,N
1309,건설,002995,금호산업우,N
1310,건설,013120,동원개발,Y
1311,건설,066620,국보디자인,Y
1312,건설,002150,도화엔지니어링,N
1313,건설,013700,까뮤이앤씨,N
1314,건설,007680,대원,Y
1315,건설,294870,HDC현대산업개발,N
1316,건설,000210,대림산업,N
1317,건설,053690,한미글로벌,N
1318,건설,000215,대림산업우,N
1319,건설,013360,일성건설,N
1320,건설,005960,동부건설,N
1321,건설,045100,한양이엔지,Y
1322,건설,012630,HDC,N
1323,건설,028050,삼성엔지니어링,N
1324,건설,010780,아이에스동서,N
1325,건설,054930,유신,Y
1326,건설,003075,코오롱글로벌우,N
1327,자동차,003620,쌍용차,N
1328,자동차,000270,기아차,N
1329,자동차,900140,엘브이엠씨홀딩스,N
1330,자동차,005387,현대차2우B,N
1331,자동차,005389,현대차3우B,N
1332,자동차,005380,현대차,N
1333,자동차,000040,KR모터스,N
1334,자동차,005385,현대차우,N
1335,비철금속,079170,한창산업,Y
1336,비철금속,006110,삼아알미늄,N
1337,비철금속,001780,알루코,N
1338,비철금속,177830,파버나인,Y
1339,비철금속,025820,이구산업,N
1340,비철금속,060480,국일신동,Y
1341,비철금속,103140,풍산,N
1342,비철금속,014580,태경비케이,N
1343,비철금속,081150,티플랙스,Y
1344,비철금속,018470,조일알미늄,N
1345,비철금속,186230,그린플러스,Y
1346,비철금속,054410,케이피티유,Y
1347,비철금속,058430,포스코강판,N
1348,비철금속,010130,고려아연,N
1349,비철금속,069460,대호에이엘,N
1350,비철금속,081000,일진다이아,N
1351,비철금속,010040,한국내화,N
1352,비철금속,015890,태경산업,N
1353,비철금속,024090,디씨엠,N
1354,비철금속,032560,황금에스티,N
1355,비철금속,005810,풍산홀딩스,N
1356,비철금속,021050,서원,N
1357,비철금속,009190,대양금속,N
1358,비철금속,128660,피제이메탈,Y
1359,비철금속,075970,동국알앤에스,Y
1360,비철금속,001560,제일연마,N
1361,비철금속,065620,제낙스,Y
1362,비철금속,009730,코센,Y
1363,비철금속,012800,대창,N
1364,비철금속,004565,현대비앤지스틸우,N
1365,비철금속,037760,쎄니트,Y
1366,비철금속,000480,조선내화,N
1367,비철금속,004560,현대비앤지스틸,N
1368,비철금속,009620,삼보산업,Y
1369,비철금속,155660,DSR,N
1370,철강,002710,TCC스틸,N
1371,철강,007280,한국특수형강,N
1372,철강,025550,한국선재,Y
1373,철강,053260,금강철강,Y
1374,철강,306200,세아제강,N
1375,철강,012160,영흥,N
1376,철강,084010,대한제강,N
1377,철강,003030,세아제강지주,N
1378,철강,263770,유에스티,Y
1379,철강,025890,한국주강,N
1380,철강,008420,문배철강,N
1381,철강,120030,조선선재,N
1382,철강,000970,한국주철관,N
1383,철강,026940,부국철강,N
1384,철강,019440,세아특수강,N
1385,철강,005010,휴스틸,N
1386,철강,001770,신화실업,N
1387,철강,002240,고려제강,N
1388,철강,008260,NI스틸,N
1389,철강,005160,동국산업,Y
1390,철강,039240,경남스틸,Y
1391,철강,069730,DSR제강,N
1392,철강,026910,광진실업,Y
1393,철강,071090,하이스틸,N
1394,철강,012620,원일특강,Y
1395,철강,048470,대동스틸,Y
1396,철강,000590,CS홀딩스,N
1397,철강,004890,동일산업,N
1398,철강,021040,대호피앤씨,Y
1399,철강,017480,삼현철강,Y
1400,철강,002220,한일철강,N
1401,철강,058650,세아홀딩스,N
1402,철강,008970,동양철관,N
1403,철강,133820,화인베스틸,N
1404,철강,032860,글로스퍼랩스,Y
1405,철강,060380,동양에스텍,Y
1406,철강,140520,대창스틸,Y
1407,철강,002690,동일제강,N
1408,철강,005490,POSCO,N
1409,철강,001080,만호제강,N
1410,철강,001230,동국제강,N
1411,철강,001940,KISCO홀딩스,N
1412,철강,001430,세아베스틸,N
1413,철강,104700,한국철강,N
1414,철강,023790,동일철강,Y
1415,철강,009520,포스코엠텍,Y
1416,철강,004020,현대제철,N
1417,철강,016380,KG동부제철,N
1418,철강,023440,제일제강,Y
1419,철강,016385,KG동부제철우,N
1420,철강,021045,대호피앤씨우,Y
1421,창업투자,289080,SV인베스트먼트,Y
1422,창업투자,027360,아주IB투자,Y
1423,창업투자,335890,IBKS제11호스팩,Y
1424,창업투자,241520,DSC인베스트먼트,Y
1425,창업투자,293580,나우IB,Y
1426,창업투자,027830,대성창투,Y
1427,창업투자,299170,IBKS제10호스팩,Y
1428,창업투자,339950,엔에이치스팩15호,Y
1429,창업투자,322780,DB금융스팩7호,Y
1430,창업투자,246690,TS인베스트먼트,Y
1431,창업투자,323230,신한제5호스팩,Y
1432,창업투자,016600,큐캐피탈,Y
1433,창업투자,100790,미래에셋벤처투자,Y
1434,창업투자,351320,IBKS제14호스팩,Y
1435,창업투자,019550,SBI인베스트먼트,Y
1436,창업투자,309930,삼성머스트스팩3호,Y
1437,창업투자,353490,미래에셋대우스팩 5호,Y
1438,창업투자,307930,컴퍼니케이,Y
1439,창업투자,291230,삼성스팩2호,Y
1440,창업투자,353190,엔에이치스팩16호,Y
1441,창업투자,333050,신한제6호스팩,Y
1442,창업투자,311270,키움제5호스팩,Y
1443,창업투자,310840,엔에이치스팩13호,Y
1444,창업투자,317320,한화에스비아이스팩,Y
1445,창업투자,340360,유안타제6호스팩,Y
1446,창업투자,349720,이베스트스팩5호,Y
1447,창업투자,351340,IBKS제13호스팩,Y
1448,창업투자,340440,한화플러스제1호스팩,Y
1449,창업투자,335870,IBKS제12호스팩,Y
1450,창업투자,333430,미래에셋대우스팩4호,Y
1451,창업투자,353070,에이치엠씨제4호스팩,Y
1452,창업투자,332710,하나금융14호스팩,Y
1453,창업투자,336060,유안타제5호스팩,Y
1454,창업투자,336570,대신밸런스제8호스팩,Y
1455,창업투자,344050,신영스팩6호,Y
1456,창업투자,337450,SK5호스팩,Y
1457,창업투자,343510,하나금융16호스팩,Y
1458,창업투자,340120,하이제5호스팩,Y
1459,창업투자,342550,케이비제20호스팩,Y
1460,창업투자,340350,SK6호스팩,Y
1461,창업투자,341160,하나금융15호스팩,Y
1462,창업투자,331520,교보9호스팩,Y
1463,창업투자,331380,유진스팩5호,Y
1464,창업투자,330990,케이비제19호스팩,Y
1465,창업투자,310870,한국제8호스팩,Y
1466,창업투자,313750,유안타제4호스팩,Y
1467,창업투자,317030,케이비17호스팩,Y
1468,창업투자,307070,SK4호스팩,Y
1469,창업투자,319400,엔에이치스팩14호,Y
1470,창업투자,321260,유진스팩4호,Y
1471,창업투자,323210,이베스트이안스팩1호,Y
1472,창업투자,323280,신영스팩5호,Y
1473,창업투자,291210,한국제7호스팩,Y
1474,창업투자,328380,미래에셋대우스팩3호,Y
1475,창업투자,329560,상상인이안제2호스팩,Y
1476,창업투자,287410,유안타제3호스팩,Y
1477,창업투자,307280,교보8호스팩,Y
1478,창업투자,307750,대신밸런스제6호스팩,Y
1479,창업투자,019570,리더스 기술투자,Y
1480,창업투자,307160,하나머스트제6호스팩,Y
1481,창업투자,021080,에이티넘인베스트,Y
1482,창업투자,323940,케이비제18호스팩,Y
1483,창업투자,347140,케이프이에스제4호,Y
1484,창업투자,332290,대신밸런스제7호스팩,Y
1485,창업투자,355150,교보10호스팩,Y
1486,창업투자,317240,하이제4호스팩,Y
1487,창업투자,307870,상상인이안1호스팩,Y
1488,창업투자,359090,엔에이치스팩17호,Y
1489,창업투자,041190,우리기술투자,Y
1490,창업투자,019590,엠벤처투자,Y
1491,창업투자,277070,린드먼아시아,Y
1492,"섬유,의류,신발,호화품",084870,TBH글로벌,N
1493,"섬유,의류,신발,호화품",215480,토박스코리아,Y
1494,"섬유,의류,신발,호화품",004830,덕성,N
1495,"섬유,의류,신발,호화품",110790,크리스에프앤씨,Y
1496,"섬유,의류,신발,호화품",225590,패션플랫폼,Y
1497,"섬유,의류,신발,호화품",144620,코오롱머티리얼,N
1498,"섬유,의류,신발,호화품",308100,까스텔바작,Y
1499,"섬유,의류,신발,호화품",001530,DI동일,N
1500,"섬유,의류,신발,호화품",005390,신성통상,N
1501,"섬유,의류,신발,호화품",064800,젬백스링크,Y
1502,"섬유,의류,신발,호화품",009270,신원,N
1503,"섬유,의류,신발,호화품",204020,그리티,Y
1504,"섬유,의류,신발,호화품",102280,쌍방울,N
1505,"섬유,의류,신발,호화품",194370,제이에스코퍼레이션,N
1506,"섬유,의류,신발,호화품",090370,메타랩스,N
1507,"섬유,의류,신발,호화품",047770,코데즈컴바인,Y
1508,"섬유,의류,신발,호화품",004060,SG세계물산,N
1509,"섬유,의류,신발,호화품",008600,윌비스,N
1510,"섬유,의류,신발,호화품",088790,진도,N
1511,"섬유,의류,신발,호화품",079980,휴비스,N
1512,"섬유,의류,신발,호화품",033340,좋은사람들,Y
1513,"섬유,의류,신발,호화품",016090,대현,N
1514,"섬유,의류,신발,호화품",011300,성안,N
1515,"섬유,의류,신발,호화품",004835,덕성우,N
1516,"섬유,의류,신발,호화품",000680,LS네트웍스,N
1517,"섬유,의류,신발,호화품",011080,형지I&C,Y
1518,"섬유,의류,신발,호화품",005800,신영와코루,N
1519,"섬유,의류,신발,호화품",267790,배럴,Y
1520,"섬유,의류,신발,호화품",013990,아가방컴퍼니,Y
1521,"섬유,의류,신발,호화품",098660,에스티오,Y
1522,"섬유,의류,신발,호화품",000950,전방,N
1523,"섬유,의류,신발,호화품",111770,영원무역,N
1524,"섬유,의류,신발,호화품",111110,호전실업,N
1525,"섬유,의류,신발,호화품",039980,리노스,Y
1526,"섬유,의류,신발,호화품",065060,지엔코,Y
1527,"섬유,의류,신발,호화품",002070,비비안,N
1528,"섬유,의류,신발,호화품",001460,BYC,N
1529,"섬유,의류,신발,호화품",081660,휠라홀딩스,N
1530,"섬유,의류,신발,호화품",114630,우노앤컴퍼니,Y
1531,"섬유,의류,신발,호화품",001465,BYC우,N
1532,"섬유,의류,신발,호화품",101140,비티원,N
1533,"섬유,의류,신발,호화품",000050,경방,N
1534,"섬유,의류,신발,호화품",007980,태평양물산,N
1535,"섬유,의류,신발,호화품",001070,대한방직,N
1536,"섬유,의류,신발,호화품",020000,한섬,N
1537,"섬유,의류,신발,호화품",014990,인디에프,N
1538,"섬유,의류,신발,호화품",003200,일신방직,N
1539,"섬유,의류,신발,호화품",032080,아즈텍WB,Y
1540,"섬유,의류,신발,호화품",069640,한세엠케이,N
1541,"섬유,의류,신발,호화품",011330,유니켐,N
1542,"섬유,의류,신발,호화품",337930,브랜드엑스코퍼레이션,Y
1543,"섬유,의류,신발,호화품",026040,제이에스티나,Y
1544,"섬유,의류,신발,호화품",009275,신원우,N
1545,"섬유,의류,신발,호화품",159580,제로투세븐,Y
1546,"섬유,의류,신발,호화품",306040,에스제이그룹,Y
1547,"섬유,의류,신발,호화품",024890,대원화성,N
1548,"섬유,의류,신발,호화품",002170,삼양통상,N
1549,"섬유,의류,신발,호화품",033290,코웰패션,Y
1550,"섬유,의류,신발,호화품",093050,LF,N
1551,"섬유,의류,신발,호화품",093240,형지엘리트,N
1552,"섬유,의류,신발,호화품",035150,백산,N
1553,"섬유,의류,신발,호화품",005320,국동,N
1554,"섬유,의류,신발,호화품",038530,골드퍼시픽,Y
1555,"섬유,의류,신발,호화품",016450,한세예스24홀딩스,N
1556,"섬유,의류,신발,호화품",263020,디케이앤디,Y
1557,"섬유,의류,신발,호화품",006060,화승인더,N
1558,"섬유,의류,신발,호화품",009970,영원무역홀딩스,N
1559,"섬유,의류,신발,호화품",003610,방림,N
1560,"섬유,의류,신발,호화품",004700,조광피혁,N
1561,"섬유,의류,신발,호화품",008290,원풍물산,Y
1562,"섬유,의류,신발,호화품",010600,웰바이오텍,N
1563,"섬유,의류,신발,호화품",298540,더네이쳐홀딩스,Y
1564,"섬유,의류,신발,호화품",241590,화승엔터프라이즈,N
1565,"섬유,의류,신발,호화품",900110,이스트아시아홀딩스,Y
1566,"섬유,의류,신발,호화품",031430,신세계인터내셔날,N
1567,"섬유,의류,신발,호화품",007700,F&F,N
1568,"섬유,의류,신발,호화품",298020,효성티앤씨,N
1569,"섬유,의류,신발,호화품",105630,한세실업,N
1570,통신장비,200230,텔콘RF제약,Y
1571,통신장비,091440,텔레필드,Y
1572,통신장비,033230,인성정보,Y
1573,통신장비,095270,웨이브일렉트로,Y
1574,통신장비,214870,뉴지랩,Y
1575,통신장비,019490,하이트론,N
1576,통신장비,317120,라닉스,Y
1577,통신장비,035460,기산텔레콤,Y
1578,통신장비,065770,CS,Y
1579,통신장비,109080,옵티시스,Y
1580,통신장비,015710,코콤,Y
1581,통신장비,029480,바른테크놀로지,Y
1582,통신장비,072950,빛샘전자,Y
1583,통신장비,192410,감마누,Y
1584,통신장비,039010,현대통신,Y
1585,통신장비,264450,유비쿼스,Y
1586,통신장비,038680,에스넷,Y
1587,통신장비,052460,아이크래프트,Y
1588,통신장비,189300,인텔리안테크,Y
1589,통신장비,073540,에프알텍,Y
1590,통신장비,069540,라이트론,Y
1591,통신장비,033790,스카이문스테크놀로지,Y
1592,통신장비,073490,이노와이어리스,Y
1593,통신장비,078070,유비쿼스홀딩스,Y
1594,통신장비,036690,코맥스,Y
1595,통신장비,115440,우리넷,Y
1596,통신장비,031310,아이즈비전,Y
1597,통신장비,100590,머큐리,Y
1598,통신장비,062970,피피아이,Y
1599,통신장비,056360,코위버,Y
1600,통신장비,215790,이노인스트루먼트,Y
1601,통신장비,039560,다산네트웍스,Y
1602,통신장비,327260,메탈라이프,Y
1603,통신장비,037460,삼지전자,Y
1604,통신장비,148250,알엔투테크놀로지,Y
1605,통신장비,178320,서진시스템,Y
1606,통신장비,230240,에치에프알,Y
1607,통신장비,218410,RFHIC,Y
1608,통신장비,052860,아이앤씨,Y
1609,통신장비,138080,오이솔루션,Y
1610,통신장비,089850,유비벨록스,Y
1611,통신장비,050890,쏠리드,Y
1612,통신장비,088800,에이스테크,Y
1613,통신장비,032500,케이엠더블유,Y
1614,통신장비,170790,파이오링크,Y
1615,기계,051490,나라엠앤디,Y
1616,기계,036890,진성티이씨,Y
1617,기계,053080,원방테크,Y
1618,기계,036560,영풍정밀,Y
1619,기계,105740,디케이락,Y
1620,기계,007820,에스엠코어,Y
1621,기계,092440,기신정기,N
1622,기계,112610,씨에스윈드,N
1623,기계,007460,에이프로젠 KIC,N
1624,기계,015590,큐로,N
1625,기계,096350,대창솔루션,Y
1626,기계,254120,자비스,Y
1627,기계,033540,파라텍,Y
1628,기계,277880,티에스아이,Y
1629,기계,241560,두산밥캣,N
1630,기계,004380,삼익THK,N
1631,기계,282880,코윈테크,Y
1632,기계,317830,에스피시스템스,Y
1633,기계,109860,동일금속,Y
1634,기계,085310,엔케이,N
1635,기계,138070,신진에스엠,Y
1636,기계,083650,비에이치아이,Y
1637,기계,043340,에쎈테크,Y
1638,기계,003010,혜인,N
1639,기계,008830,대동기어,Y
1640,기계,086670,비엠티,Y
1641,기계,101170,우림기계,Y
1642,기계,076080,웰크론한텍,Y
1643,기계,048770,TPC,Y
1644,기계,018000,유니슨,Y
1645,기계,053160,프리엠스,Y
1646,기계,043220,에이치엘비파워,Y
1647,기계,095190,이엠코리아,Y
1648,기계,074610,이엔플러스,N
1649,기계,297090,씨에스베어링,Y
1650,기계,039610,화성밸브,Y
1651,기계,090710,휴림로봇,Y
1652,기계,210540,디와이파워,N
1653,기계,104460,디와이피엔에프,Y
1654,기계,195990,에이비프로바이오,Y
1655,기계,017550,수산중공업,N
1656,기계,024880,케이피에프,Y
1657,기계,013810,스페코,Y
1658,기계,002900,동양물산,N
1659,기계,100840,S&TC,N
1660,기계,089140,넥스턴,Y
1661,기계,101680,한국정밀기계,Y
1662,기계,017800,현대엘리베이,N
1663,기계,041440,에버다임,Y
1664,기계,258610,이더블유케이,Y
1665,기계,000490,대동공업,N
1666,기계,013570,디와이,N
1667,기계,049430,코메론,Y
1668,기계,044060,조광ILI,Y
1669,기계,073640,테라사이언스,Y
1670,기계,100130,동국S&C,Y
1671,기계,009160,SIMPAC,N
1672,기계,119650,KC코트렐,N
1673,기계,019210,와이지-원,Y
1674,기계,033430,디에스티,Y
1675,기계,049800,우진플라임,N
1676,기계,100660,서암기계공업,Y
1677,기계,114190,강원,Y
1678,기계,158310,스타모빌리티,Y
1679,기계,317850,대모,Y
1680,기계,140670,알에스오토메이션,Y
1681,기계,015230,대창단조,N
1682,기계,000850,화천기공,N
1683,기계,014200,광림,Y
1684,기계,014620,성광벤드,Y
1685,기계,064350,현대로템,N
1686,기계,010660,화천기계,N
1687,기계,053590,한국테크놀로지,Y
1688,기계,090360,로보스타,Y
1689,기계,013030,하이록코리아,Y
1690,기계,019990,에너토크,Y
1691,기계,023160,태광,Y
1692,기계,060310,3S,Y
1693,기계,034020,두산중공업,N
1694,기계,009440,KC그린홀딩스,N
1695,기계,008470,부스타,Y
1696,기계,148140,비디아이,Y
1697,기계,119500,포메탈,Y
1698,기계,126880,제이엔케이히터,Y
1699,기계,044490,태웅,Y
1700,기계,042670,두산인프라코어,N
1701,기계,044780,에이치케이,Y
1702,기계,084180,수성,Y
1703,기계,105840,우진,N
1704,기계,011700,한신기계,N
1705,기계,071670,에이테크솔루션,Y
1706,기계,099440,스맥,Y
1707,기계,126870,뉴로스,Y
1708,기계,064510,에코마이스터,Y
1709,기계,010240,흥국,Y
1710,기계,056190,에스에프에이,Y
1711,기계,050860,아세아텍,Y
1712,기계,141070,맥스로텍,Y
1713,기계,054540,삼영엠텍,Y
1714,기계,267270,현대건설기계,N
1715,화학,005950,이수화학,N
1716,화학,011500,한농화성,N
1717,화학,28513K,SK케미칼우,N
1718,화학,285130,SK케미칼,N
1719,화학,001390,KG케미칼,N
1720,화학,011785,금호석유우,N
1721,화학,083420,그린케미칼,N
1722,화학,093370,후성,N
1723,화학,010640,진양폴리,N
1724,화학,086520,에코프로,Y
1725,화학,005420,코스모화학,N
1726,화학,318000,한국바이오젠,Y
1727,화학,003720,삼영화학,N
1728,화학,294140,레몬,Y
1729,화학,000760,이화산업,N
1730,화학,011780,금호석유,N
1731,화학,161000,애경유화,N
1732,화학,050760,에스폴리텍,Y
1733,화학,048830,엔피케이,Y
1734,화학,001340,백광산업,N
1735,화학,004250,NPC,N
1736,화학,178920,PI첨단소재,Y
1737,화학,138490,코오롱플라스틱,N
1738,화학,011170,롯데케미칼,N
1739,화학,097870,효성오앤비,Y
1740,화학,005690,파미셀,N
1741,화학,900250,크리스탈신소재,Y
1742,화학,008370,원풍,Y
1743,화학,051910,LG화학,N
1744,화학,004255,NPC우,N
1745,화학,069260,휴켐스,N
1746,화학,045060,오공,Y
1747,화학,004430,송원산업,N
1748,화학,120240,대정화금,Y
1749,화학,091970,나노캠텍,Y
1750,화학,014440,영보화학,N
1751,화학,221980,케이디켐,Y
1752,화학,012610,경인양행,N
1753,화학,290380,대유,Y
1754,화학,006380,카프로,N
1755,화학,051915,LG화학우,N
1756,화학,014830,유니드,N
1757,화학,003240,태광산업,N
1758,화학,187790,나노,Y
1759,화학,121600,나노신소재,Y
1760,화학,025860,남해화학,N
1761,화학,120115,코오롱인더우,N
1762,화학,003080,성보화학,N
1763,화학,100250,진양홀딩스,N
1764,화학,110020,전진바이오팜,Y
1765,화학,007690,국도화학,N
1766,화학,004090,한국석유,N
1767,화학,051630,진양화학,N
1768,화학,002020,코오롱,N
1769,화학,002100,경농,N
1770,화학,003670,포스코케미칼,N
1771,화학,006890,태경케미컬,N
1772,화학,092230,KPX홀딩스,N
1773,화학,005190,동성화학,N
1774,화학,014190,원익큐브,Y
1775,화학,104480,티케이케미칼,Y
1776,화학,009830,한화솔루션,N
1777,화학,002840,미원상사,N
1778,화학,004000,롯데정밀화학,N
1779,화학,134380,미원화학,N
1780,화학,007590,동방아그로,N
1781,화학,001550,조비,N
1782,화학,002025,코오롱우,N
1783,화학,005070,코스모신소재,N
1784,화학,023450,동남합성,N
1785,화학,028040,미래SCI,Y
1786,화학,036670,KCI,Y
1787,화학,042040,케이피엠테크,Y
1788,화학,120110,코오롱인더,N
1789,화학,281740,레이크머티리얼즈,Y
1790,화학,002360,SH에너지화학,N
1791,화학,003830,대한화섬,N
1792,화학,055490,테이팩스,N
1793,화학,007770,한일화학,Y
1794,화학,024070,WISCOM,N
1795,화학,102710,이엔에프테크놀로지,Y
1796,화학,025000,KPX케미칼,N
1797,화학,014680,한솔케미칼,N
1798,화학,115570,스타플렉스,Y
1799,화학,065560,녹원씨엔아이,Y
1800,화학,002810,삼영무역,N
1801,화학,286750,나노브릭,Y
1802,화학,222420,쎄노텍,Y
1803,화학,102260,동성코퍼레이션,N
1804,화학,196700,웹스,Y
1805,화학,010060,OCI,N
1806,화학,298050,효성첨단소재,N
1807,화학,221610,자안,Y
1808,화학,011790,SKC,N
1809,화학,006840,AK홀딩스,N
1810,화학,220260,켐트로스,Y
1811,화학,268280,미원에스씨,N
1812,화학,033500,동성화인텍,Y
1813,화학,104830,원익머트리얼즈,Y
1814,화학,107590,미원홀딩스,N
1815,화학,036640,HRS,Y
1816,화학,298000,효성화학,N
1817,화학,131100,스카이이앤엠,Y
1818,화학,003780,진양산업,N
1819,화학,089010,켐트로닉스,Y
1820,화학,066430,와이오엠,Y
1821,화학,001570,금양,N
1822,화학,009835,한화솔루션우,N
1823,화학,017890,한국알콜,Y
1824,화학,006650,대한유화,N
1825,전기장비,229640,LS전선아시아,N
1826,전기장비,006260,LS,N
1827,전기장비,033100,제룡전기,Y
1828,전기장비,024840,KBI메탈,Y
1829,전기장비,147830,제룡산업,Y
1830,전기장비,017510,세명전기,Y
1831,전기장비,006345,대원전선우,N
1832,전기장비,010170,대한광통신,Y
1833,전기장비,000500,가온전선,N
1834,전기장비,298040,효성중공업,N
1835,전기장비,042370,비츠로테크,Y
1836,전기장비,010120,LS ELECTRIC,N
1837,전기장비,006340,대원전선,N
1838,전기장비,103590,일진전기,N
1839,전기장비,017040,광명전기,N
1840,전기장비,015860,일진홀딩스,N
1841,전기장비,007610,선도전기,N
1842,전기장비,024810,이화전기,Y
1843,전기장비,189860,서전기전,Y
1844,전기장비,001440,대한전선,N
1845,전기장비,119850,지엔씨에너지,Y
1846,전기장비,006910,보성파워텍,Y
1847,전기장비,267260,현대일렉트릭,N
1848,전기장비,126340,비나텍,Y
1849,전기장비,237750,피앤씨테크,Y
1850,음료,000080,하이트진로,N
1851,음료,000087,하이트진로2우B,N
1852,음료,000140,하이트진로홀딩스,N
1853,음료,000145,하이트진로홀딩스우,N
1854,음료,005305,롯데칠성우,N
1855,음료,033920,무학,N
1856,음료,043650,국순당,Y
1857,음료,189980,흥국에프엔비,Y
1858,음료,018120,진로발효,Y
1859,음료,000890,보해양조,N
1860,음료,023900,풍국주정,Y
1861,음료,005300,롯데칠성,N
1862,음료,007390,네이처셀,Y
1863,음료,004650,창해에탄올,Y
1864,음료,023150,MH에탄올,N
1865,생물공학,291650,압타머사이언스,Y
1866,생물공학,064550,바이오니아,Y
1867,생물공학,095700,제넥신,Y
1868,생물공학,196170,알테오젠,Y
1869,생물공학,226950,올릭스,Y
1870,생물공학,145020,휴젤,Y
1871,생물공학,109820,진매트릭스,Y
1872,생물공학,142760,바이오리더스,Y
1873,생물공학,166480,코아스템,Y
1874,생물공학,217730,강스템바이오텍,Y
1875,생물공학,086900,메디톡스,Y
1876,생물공학,268600,셀리버리,Y
1877,생물공학,206650,유바이오로직스,Y
1878,생물공학,222110,팬젠,Y
1879,생물공학,086820,바이오솔루션,Y
1880,생물공학,203690,프로스테믹스,Y
1881,생물공학,031390,녹십자셀,Y
1882,생물공학,115180,큐리언트,Y
1883,생물공학,263050,유틸렉스,Y
1884,생물공학,208340,파멥신,Y
1885,생물공학,154030,아시아종묘,Y
1886,생물공학,185490,아이진,Y
1887,생물공학,191420,테고사이언스,Y
1888,생물공학,039200,오스코텍,Y
1889,생물공학,049960,쎌바이오텍,Y
1890,생물공학,085660,차바이오텍,Y
1891,생물공학,087010,펩트론,Y
1892,생물공학,196300,애니젠,Y
1893,생물공학,215600,신라젠,Y
1894,생물공학,214370,케어젠,Y
1895,생물공학,038070,서린바이오,Y
1896,생물공학,092040,아미코젠,Y
1897,생물공학,246710,티앤알바이오팹,Y
1898,생물공학,298380,에이비엘바이오,Y
1899,생물공학,054050,농우바이오,Y
1900,생물공학,174900,앱클론,Y
1901,생물공학,217330,싸이토젠,Y
1902,생물공학,187420,제노포커스,Y
1903,생물공학,011000,진원생명과학,N
1904,생물공학,078160,메디포스트,Y
1905,생물공학,331920,셀레믹스,Y
1906,생물공학,084990,헬릭스미스,Y
1907,생물공학,299660,셀리드,Y
1908,IT서비스,031820,콤텍시스템,N
1909,IT서비스,067010,이씨에스,Y
1910,IT서비스,020180,대신정보통신,Y
1911,IT서비스,139050,데일리블록체인,Y
1912,IT서비스,094480,갤럭시아머니트리,Y
1913,IT서비스,042500,링네트,Y
1914,IT서비스,032680,소프트센,Y
1915,IT서비스,040350,큐로컴,Y
1916,IT서비스,322180,티라유텍,Y
1917,IT서비스,286940,롯데정보통신,N
1918,IT서비스,060250,NHN한국사이버결제,Y
1919,IT서비스,039420,케이엘넷,Y
1920,IT서비스,064480,브리지텍,Y
1921,IT서비스,124500,아이티센,Y
1922,IT서비스,079940,가비아,Y
1923,IT서비스,267850,아시아나IDT,N
1924,IT서비스,064260,다날,Y
1925,IT서비스,032685,소프트센우,Y
1926,IT서비스,173130,오파스넷,Y
1927,IT서비스,950110,SBI핀테크솔루션즈,Y
1928,IT서비스,041460,한국전자인증,Y
1929,IT서비스,063570,한국전자금융,Y
