data_code,thema_name,stock_code,stock_name,stock_current_print
134,반도체-Fabless,A101400,엔시트론,1000
134,반도체-Fabless,A108320,실리콘웍스,44950
131,반도체 소재,A005290,동진쎄미켐,29650
131,반도체 소재,A024850,피에스엠씨,779
131,반도체 소재,A033160,엠케이전자,10250
131,반도체 소재,A036830,솔브레인홀딩스,45650
131,반도체 소재,A057500,SKC 솔믹스,5540
131,반도체 소재,A059090,미코,17800
131,반도체 소재,A064760,티씨케이,95100
131,반도체 소재,A074600,원익QnC,16650
131,반도체 소재,A077360,덕산하이메탈,7260
131,반도체 소재,A087730,에스모 머티리얼즈,2720
131,반도체 소재,A088390,이녹스,8090
131,반도체 소재,A101490,에스앤에스텍,38800
129,반도체 전공정 장비,A009310,참엔지니어링,1260
129,반도체 전공정 장비,A029460,케이씨,23850
129,반도체 전공정 장비,A030530,원익홀딩스,4310
129,반도체 전공정 장비,A031980,피에스케이홀딩스,7110
129,반도체 전공정 장비,A036930,주성엔지니어링,6960
129,반도체 전공정 장비,A039440,에스티아이,15850
129,반도체 전공정 장비,A068790,DMS,9330
129,반도체 전공정 장비,A084370,유진테크,28100
129,반도체 전공정 장비,A095610,테스,25700
49,중국 소비확대,A001800,오리온홀딩스,12150
49,중국 소비확대,A021240,코웨이,79300
49,중국 소비확대,A023530,롯데쇼핑,78500
49,중국 소비확대,A024720,한국콜마홀딩스,26800
49,중국 소비확대,A044820,코스맥스비티아이,19250
49,중국 소비확대,A051900,LG생활건강,1448000
49,중국 소비확대,A078520,에이블씨엔씨,7490
49,중국 소비확대,A084870,TBH글로벌,1665
49,중국 소비확대,A090430,아모레퍼시픽,164000
49,중국 소비확대,A093050,LF,13400
53,바이오 에너지,A000890,보해양조,900
53,바이오 에너지,A006120,SK디스커버리,63900
53,바이오 에너지,A036670,KCI,10700
53,바이오 에너지,A042940,상지카일룸,1435
53,바이오 에너지,A137950,제이씨케미칼,5910
51,태양광 발전,A002380,KCC,146000
51,태양광 발전,A004800,효성,73000
51,태양광 발전,A009540,한국조선해양,82700
51,태양광 발전,A009830,한화솔루션,38450
51,태양광 발전,A010120,LS ELECTRIC,56500
51,태양광 발전,A036930,주성엔지니어링,6960
51,태양광 발전,A066570,LG전자,91700
